hAPF,apoptosis,reintegrations,divisions,delaminations,cell number,pupa,geno
20.33333333,0,4,9,9,2065,p8,Sas4
20.41666667,1,5,10,10,2079,p8,Sas4
20.5,1,3,11,5,2092,p8,Sas4
20.58333333,0,3,11,6,2106,p8,Sas4
20.66666667,0,1,21,7,2128,p8,Sas4
20.75,2,3,12,2,2141,p8,Sas4
20.83333333,0,5,7,8,2153,p8,Sas4
20.91666667,0,4,8,7,2165,p8,Sas4
21,0,4,11,8,2180,p8,Sas4
21.08333333,0,4,10,8,2194,p8,Sas4
21.16666667,0,1,8,7,2203,p8,Sas4
21.25,0,4,11,8,2218,p8,Sas4
21.33333333,1,5,12,10,2234,p8,Sas4
21.41666667,1,4,10,6,2247,p8,Sas4
21.5,0,5,7,7,2259,p8,Sas4
21.58333333,0,3,7,11,2269,p8,Sas4
21.66666667,0,2,13,10,2284,p8,Sas4
21.75,0,1,9,10,2294,p8,Sas4
21.83333333,0,1,13,8,2308,p8,Sas4
21.91666667,1,5,15,5,2327,p8,Sas4
22,0,2,8,7,2337,p8,Sas4
22.08333333,1,2,14,8,2352,p8,Sas4
22.16666667,0,1,7,6,2360,p8,Sas4
22.25,0,9,6,9,2375,p8,Sas4
22.33333333,0,7,4,5,2386,p8,Sas4
22.41666667,0,4,6,7,2396,p8,Sas4
22.5,0,4,16,10,2416,p8,Sas4
22.58333333,0,2,10,6,2428,p8,Sas4
22.66666667,3,1,5,10,2431,p8,Sas4
22.75,2,4,7,7,2440,p8,Sas4
22.83333333,0,2,8,11,2450,p8,Sas4
22.91666667,1,2,4,10,2455,p8,Sas4
23,2,1,8,8,2462,p8,Sas4
23.08333333,0,3,7,13,2472,p8,Sas4
23.16666667,1,2,10,5,2483,p8,Sas4
23.25,0,1,9,15,2493,p8,Sas4
23.33333333,2,3,11,11,2505,p8,Sas4
23.41666667,0,0,11,11,2516,p8,Sas4
23.5,2,1,2,9,2517,p8,Sas4
23.58333333,1,1,6,7,2523,p8,Sas4
23.66666667,0,4,7,7,2534,p8,Sas4
23.75,1,1,4,6,2538,p8,Sas4
23.83333333,1,4,8,8,2549,p8,Sas4
23.91666667,1,0,4,10,2552,p8,Sas4
24,3,2,3,6,2554,p8,Sas4
24.08333333,1,1,2,6,2556,p8,Sas4
24.16666667,1,2,5,8,2562,p8,Sas4
24.25,1,1,4,8,2566,p8,Sas4
24.33333333,1,4,7,5,2576,p8,Sas4
24.41666667,0,4,12,6,2592,p8,Sas4
24.5,0,2,7,7,2601,p8,Sas4
24.58333333,1,3,5,10,2608,p8,Sas4
24.66666667,1,2,5,15,2614,p8,Sas4
24.75,1,1,7,6,2621,p8,Sas4
24.83333333,0,0,6,5,2627,p8,Sas4
24.91666667,0,3,6,5,2636,p8,Sas4
25,1,1,7,5,2643,p8,Sas4
25.08333333,0,1,5,7,2649,p8,Sas4
25.16666667,2,1,7,11,2655,p8,Sas4
25.25,1,3,4,3,2661,p8,Sas4
25.33333333,3,1,6,7,2665,p8,Sas4
25.41666667,1,2,5,6,2671,p8,Sas4
25.5,2,0,5,9,2674,p8,Sas4
25.58333333,1,0,6,9,2679,p8,Sas4
25.66666667,0,0,1,7,2680,p8,Sas4
25.75,0,1,5,8,2686,p8,Sas4
25.83333333,2,0,7,4,2691,p8,Sas4
